customer_id,customer_age,customer_income,home_ownership,employment_duration,loan_intent,loan_grade,loan_amnt,loan_int_rate,term_years,historical_default,cred_hist_length,Current_loan_status,loan_to_income
1255.0,25,39000.0,RENT,9.0,MEDICAL,C,16000.0,14.11,9,Y,2,DEFAULT,0.41025641025641024
1256.0,22,25200.0,MORTGAGE,2.0,PERSONAL,A,7000.0,6.03,2,Unknown,4,NO DEFAULT,0.2777777777777778
1257.0,23,48000.0,RENT,2.0,EDUCATION,B,16000.0,10.0,9,N,4,DEFAULT,0.3333333333333333
1258.0,22,42000.0,RENT,0.0,VENTURE,C,16000.0,16.0,9,N,3,DEFAULT,0.38095238095238093
1259.0,25,50000.0,RENT,3.0,VENTURE,C,16000.0,17.58,9,N,4,DEFAULT,0.32
1260.0,24,25200.0,OWN,1.0,MEDICAL,B,3200.0,15.23,4,Y,2,NO DEFAULT,0.12698412698412698
1261.0,23,25200.0,MORTGAGE,,MEDICAL,A,1200.0,7.49,3,Unknown,3,NO DEFAULT,0.047619047619047616
1262.0,24,50000.0,RENT,6.0,HOMEIMPROVEMENT,B,16000.0,13.99,9,Y,2,DEFAULT,0.32
1263.0,25,25200.0,OWN,5.0,HOMEIMPROVEMENT,C,1200.0,15.99,5,Y,3,NO DEFAULT,0.047619047619047616
1264.0,24,50000.0,RENT,8.0,VENTURE,A,16000.0,10.62,9,N,2,DEFAULT,0.32
1265.0,22,44000.0,RENT,1.0,EDUCATION,D,16000.0,16.35,9,N,3,DEFAULT,0.36363636363636365
1266.0,24,51000.0,RENT,8.0,MEDICAL,B,16000.0,13.85,9,N,3,DEFAULT,0.3137254901960784
1267.0,23,45000.0,RENT,7.0,MEDICAL,D,16000.0,16.45,9,Y,4,DEFAULT,0.35555555555555557
1268.0,21,52000.0,RENT,5.0,PERSONAL,C,16000.0,15.7,9,N,4,DEFAULT,0.3076923076923077
1269.0,22,53000.0,RENT,2.0,EDUCATION,A,16000.0,7.9,9,Unknown,4,NO DEFAULT,0.3018867924528302
1270.0,24,54000.0,RENT,6.0,DEBTCONSOLIDATION,A,16000.0,7.9,8,Y,4,NO DEFAULT,0.2962962962962963
1271.0,22,25200.0,MORTGAGE,7.0,MEDICAL,B,4000.0,12.73,2,N,2,DEFAULT,0.15873015873015872
1272.0,25,49000.0,RENT,2.0,DEBTCONSOLIDATION,B,16000.0,11.71,8,N,4,DEFAULT,0.32653061224489793
1273.0,22,55000.0,RENT,6.0,VENTURE,B,16000.0,11.71,8,Y,3,NO DEFAULT,0.2909090909090909
1274.0,21,55000.0,RENT,5.0,DEBTCONSOLIDATION,A,16000.0,8.94,8,Y,2,NO DEFAULT,0.2909090909090909
1275.0,21,25200.0,MORTGAGE,0.0,PERSONAL,B,6500.0,14.26,1,Y,2,DEFAULT,0.25793650793650796
1276.0,22,25200.0,MORTGAGE,1.0,PERSONAL,B,7000.0,13.92,2,Unknown,3,NO DEFAULT,0.2777777777777778
1277.0,25,58000.0,RENT,9.0,PERSONAL,A,16000.0,7.9,8,Unknown,2,NO DEFAULT,0.27586206896551724
1278.0,25,52000.0,RENT,9.0,EDUCATION,B,16000.0,13.98,8,N,3,DEFAULT,0.3076923076923077
1279.0,23,25200.0,OWN,3.0,EDUCATION,A,1000.0,11.48,3,Unknown,4,NO DEFAULT,0.03968253968253968
1280.0,22,25200.0,MORTGAGE,0.0,MEDICAL,A,1000.0,11.48,2,N,3,DEFAULT,0.03968253968253968
1281.0,22,52500.0,RENT,1.0,MEDICAL,A,16000.0,12.69,8,N,3,DEFAULT,0.3047619047619048
1282.0,26,60000.0,RENT,10.0,DEBTCONSOLIDATION,A,16000.0,7.49,8,Y,2,NO DEFAULT,0.26666666666666666
1283.0,24,54000.0,RENT,0.0,HOMEIMPROVEMENT,C,16000.0,15.65,8,N,4,DEFAULT,0.2962962962962963
1284.0,26,54000.0,RENT,2.0,VENTURE,C,16000.0,14.83,8,N,2,DEFAULT,0.2962962962962963
1285.0,24,25344.0,MORTGAGE,5.0,MEDICAL,C,4000.0,16.49,4,N,3,DEFAULT,0.15782828282828282
1286.0,22,61000.0,RENT,3.0,VENTURE,B,16000.0,11.71,8,Y,2,NO DEFAULT,0.26229508196721313
1287.0,23,62000.0,RENT,7.0,VENTURE,A,16000.0,7.49,8,Unknown,2,NO DEFAULT,0.25806451612903225
1288.0,23,25480.0,MORTGAGE,7.0,PERSONAL,A,5000.0,9.99,3,Unknown,3,NO DEFAULT,0.19623233908948196
1289.0,23,25500.0,MORTGAGE,2.0,DEBTCONSOLIDATION,B,7850.0,13.49,3,Unknown,4,NO DEFAULT,0.307843137254902
1290.0,22,25500.0,MORTGAGE,0.0,VENTURE,A,7000.0,6.99,2,Unknown,2,NO DEFAULT,0.27450980392156865
1291.0,22,57175.0,RENT,6.0,HOMEIMPROVEMENT,E,16000.0,17.15,8,N,4,DEFAULT,0.279842588543944
1292.0,26,25500.0,MORTGAGE,8.0,HOMEIMPROVEMENT,B,5600.0,11.91,6,Unknown,4,NO DEFAULT,0.2196078431372549
1293.0,22,57336.0,RENT,6.0,MEDICAL,C,16000.0,17.27,8,N,3,DEFAULT,0.27905678805636946
1294.0,25,25568.0,MORTGAGE,7.0,EDUCATION,B,12000.0,13.47,8,Y,2,DEFAULT,0.4693366708385482
1295.0,23,64000.0,RENT,2.0,PERSONAL,A,16000.0,10.74,8,Unknown,3,NO DEFAULT,0.25
1296.0,24,58575.0,RENT,2.0,MEDICAL,E,16000.0,19.47,8,N,2,DEFAULT,0.2731540759709774
1297.0,22,64800.0,RENT,1.0,EDUCATION,A,16000.0,10.37,8,Unknown,4,NO DEFAULT,0.24691358024691357
1298.0,21,65000.0,RENT,5.0,PERSONAL,A,16000.0,9.91,8,Unknown,3,NO DEFAULT,0.24615384615384617
1299.0,24,25632.0,MORTGAGE,4.0,EDUCATION,A,1500.0,9.91,4,Unknown,3,NO DEFAULT,0.05852059925093633
1300.0,22,65000.0,RENT,6.0,MEDICAL,A,16000.0,8.49,8,Unknown,4,NO DEFAULT,0.24615384615384617
1301.0,22,25788.0,OWN,2.0,VENTURE,A,3500.0,12.18,2,Unknown,2,NO DEFAULT,0.13572204125950055
1302.0,22,65000.0,RENT,6.0,PERSONAL,A,16000.0,7.88,8,Unknown,3,NO DEFAULT,0.24615384615384617
1303.0,24,59000.0,RENT,2.0,MEDICAL,D,16000.0,16.45,8,N,2,DEFAULT,0.2711864406779661
1304.0,23,65000.0,RENT,7.0,PERSONAL,C,16000.0,14.59,8,Unknown,4,NO DEFAULT,0.24615384615384617
1305.0,22,25920.0,MORTGAGE,7.0,VENTURE,A,11325.0,10.65,8,Unknown,3,NO DEFAULT,0.4369212962962963
1306.0,22,65000.0,RENT,6.0,DEBTCONSOLIDATION,B,16000.0,13.47,8,Y,3,NO DEFAULT,0.24615384615384617
1307.0,22,59000.0,RENT,4.0,MEDICAL,D,16000.0,16.32,8,N,3,DEFAULT,0.2711864406779661
1308.0,25,66000.0,RENT,6.0,HOMEIMPROVEMENT,A,16000.0,10.0,8,Unknown,4,NO DEFAULT,0.24242424242424243
1309.0,22,25992.0,OTHER,6.0,DEBTCONSOLIDATION,B,3000.0,9.45,2,Y,3,NO DEFAULT,0.11542012927054478
1310.0,23,60996.0,RENT,0.0,HOMEIMPROVEMENT,D,16000.0,16.0,8,N,3,DEFAULT,0.26231228277264085
1311.0,23,62500.0,RENT,4.0,DEBTCONSOLIDATION,C,16000.0,14.54,8,N,2,DEFAULT,0.256
1312.0,23,63000.0,RENT,0.0,EDUCATION,C,16000.0,14.42,8,N,3,DEFAULT,0.25396825396825395
1313.0,25,26000.0,MORTGAGE,3.0,EDUCATION,A,3825.0,11.71,5,Unknown,2,NO DEFAULT,0.14711538461538462
1314.0,20,64000.0,RENT,3.0,VENTURE,C,16000.0,15.31,8,Y,4,DEFAULT,0.25
1315.0,24,72000.0,RENT,8.0,PERSONAL,B,16000.0,13.06,8,Y,2,NO DEFAULT,0.2222222222222222
1316.0,26,74000.0,RENT,4.0,HOMEIMPROVEMENT,C,16000.0,14.84,8,Y,3,NO DEFAULT,0.21621621621621623
1317.0,24,74337.0,RENT,8.0,PERSONAL,A,16000.0,11.86,8,Unknown,3,NO DEFAULT,0.21523601974790482
1318.0,26,74999.0,RENT,4.0,HOMEIMPROVEMENT,C,16000.0,17.27,8,Y,4,NO DEFAULT,0.21333617781570421
1319.0,26,26000.0,MORTGAGE,7.0,HOMEIMPROVEMENT,A,7000.0,10.99,6,Unknown,4,NO DEFAULT,0.2692307692307692
1320.0,26,26000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,A,12000.0,7.9,8,Unknown,3,NO DEFAULT,0.46153846153846156
1321.0,26,75000.0,RENT,1.0,VENTURE,A,16000.0,7.9,8,Unknown,2,NO DEFAULT,0.21333333333333335
1322.0,23,26000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,A,7800.0,10.59,3,Y,4,NO DEFAULT,0.3
1323.0,26,75000.0,RENT,2.0,PERSONAL,B,16000.0,13.35,8,Y,2,NO DEFAULT,0.21333333333333335
1324.0,23,26000.0,MORTGAGE,7.0,MEDICAL,A,5000.0,7.91,3,Unknown,2,NO DEFAULT,0.19230769230769232
1325.0,24,69000.0,RENT,2.0,DEBTCONSOLIDATION,A,16000.0,11.89,8,Y,4,DEFAULT,0.2318840579710145
1326.0,21,20000.0,RENT,2.0,DEBTCONSOLIDATION,B,1000.0,14.26,1,Y,2,NO DEFAULT,0.05
1327.0,25,26000.0,OWN,,EDUCATION,A,10000.0,5.79,5,Unknown,3,NO DEFAULT,0.38461538461538464
1328.0,23,26000.0,OWN,7.0,PERSONAL,A,2000.0,10.36,3,Unknown,2,NO DEFAULT,0.07692307692307693
1329.0,22,26000.0,MORTGAGE,4.0,PERSONAL,A,4000.0,9.25,2,Unknown,2,NO DEFAULT,0.15384615384615385
1330.0,21,26000.0,OWN,5.0,EDUCATION,A,6000.0,5.79,1,Unknown,2,NO DEFAULT,0.23076923076923078
1331.0,25,23712.0,RENT,9.0,MEDICAL,B,1000.0,11.49,5,Unknown,2,NO DEFAULT,0.042172739541160596
1332.0,24,24000.0,RENT,1.0,PERSONAL,D,1000.0,17.99,4,N,3,DEFAULT,0.041666666666666664
1333.0,23,26000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,D,10000.0,15.99,3,Y,3,DEFAULT,0.38461538461538464
1334.0,21,24000.0,RENT,0.0,MEDICAL,B,1000.0,10.99,1,N,2,DEFAULT,0.041666666666666664
1335.0,22,24000.0,RENT,3.0,DEBTCONSOLIDATION,B,1000.0,12.84,2,Y,4,NO DEFAULT,0.041666666666666664
1336.0,21,24960.0,RENT,0.0,EDUCATION,B,1000.0,13.98,1,Unknown,4,NO DEFAULT,0.04006410256410257
1337.0,26,25000.0,RENT,1.0,MEDICAL,B,1000.0,14.65,6,Y,3,NO DEFAULT,0.04
1338.0,22,25000.0,RENT,3.0,DEBTCONSOLIDATION,C,1000.0,15.95,2,N,2,DEFAULT,0.04
1339.0,26,26000.0,OWN,0.0,DEBTCONSOLIDATION,D,8500.0,16.45,6,N,3,DEFAULT,0.3269230769230769
1340.0,21,26000.0,MORTGAGE,5.0,MEDICAL,C,14500.0,14.61,8,Y,2,DEFAULT,0.5576923076923077
1341.0,24,26000.0,MORTGAGE,8.0,MEDICAL,A,7000.0,7.74,4,Unknown,2,NO DEFAULT,0.2692307692307692
1342.0,22,28000.0,RENT,0.0,HOMEIMPROVEMENT,C,1000.0,16.29,2,Y,3,DEFAULT,0.03571428571428571
1343.0,25,28000.0,RENT,6.0,DEBTCONSOLIDATION,B,1000.0,7.51,5,Y,3,NO DEFAULT,0.03571428571428571
1344.0,22,26000.0,MORTGAGE,2.0,EDUCATION,A,2000.0,7.4,2,Unknown,2,NO DEFAULT,0.07692307692307693
1345.0,22,28000.0,RENT,6.0,HOMEIMPROVEMENT,B,1000.0,10.25,2,N,4,DEFAULT,0.03571428571428571
1346.0,24,28000.0,RENT,8.0,MEDICAL,B,1000.0,12.53,4,Unknown,4,NO DEFAULT,0.03571428571428571
1347.0,23,28600.0,RENT,7.0,EDUCATION,B,1000.0,7.9,3,Unknown,3,NO DEFAULT,0.03496503496503497
1348.0,22,29000.0,RENT,4.0,VENTURE,B,1000.0,7.29,2,Y,4,NO DEFAULT,0.034482758620689655
1349.0,22,26000.0,MORTGAGE,6.0,VENTURE,B,17000.0,12.84,8,Y,4,DEFAULT,0.6538461538461539
1350.0,26,29000.0,RENT,2.0,MEDICAL,B,1000.0,7.74,6,Unknown,4,NO DEFAULT,0.034482758620689655
1351.0,24,30000.0,RENT,0.0,EDUCATION,B,1000.0,7.51,4,Unknown,2,NO DEFAULT,0.03333333333333333
1352.0,21,30000.0,RENT,0.0,EDUCATION,B,1000.0,10.99,1,Unknown,4,NO DEFAULT,0.03333333333333333
1353.0,23,30000.0,RENT,,VENTURE,B,1000.0,7.49,3,Y,3,NO DEFAULT,0.03333333333333333
1354.0,23,26000.0,MORTGAGE,2.0,VENTURE,D,7000.0,14.93,3,Y,4,NO DEFAULT,0.2692307692307692
1355.0,21,30000.0,RENT,0.0,DEBTCONSOLIDATION,B,1000.0,11.71,1,Y,3,NO DEFAULT,0.03333333333333333
1356.0,22,26000.0,MORTGAGE,3.0,PERSONAL,A,500.0,10.46,2,Unknown,4,NO DEFAULT,0.019230769230769232
1357.0,26,30000.0,RENT,2.0,EDUCATION,B,1000.0,9.63,6,Unknown,3,NO DEFAULT,0.03333333333333333
1358.0,25,26004.0,MORTGAGE,3.0,EDUCATION,A,10000.0,9.91,5,Unknown,2,NO DEFAULT,0.3845562221196739
1359.0,22,26004.0,MORTGAGE,1.0,EDUCATION,A,5000.0,5.42,2,Unknown,4,NO DEFAULT,0.19227811105983694
1360.0,25,30035.0,RENT,9.0,MEDICAL,B,1000.0,12.87,5,Y,2,NO DEFAULT,0.0332944897619444
1361.0,26,26004.0,MORTGAGE,5.0,HOMEIMPROVEMENT,A,6000.0,11.99,6,Unknown,2,NO DEFAULT,0.23073373327180433
1362.0,22,26004.0,MORTGAGE,4.0,EDUCATION,A,5000.0,7.49,2,Unknown,2,NO DEFAULT,0.19227811105983694
1363.0,25,33000.0,RENT,0.0,DEBTCONSOLIDATION,B,1000.0,7.29,5,Y,4,NO DEFAULT,0.030303030303030304
1364.0,21,33388.0,RENT,3.0,EDUCATION,B,1000.0,10.99,1,Unknown,2,NO DEFAULT,0.02995088055588834
1365.0,22,26004.0,MORTGAGE,6.0,PERSONAL,A,12000.0,7.88,8,N,4,DEFAULT,0.46146746654360865
1366.0,21,26004.0,OWN,5.0,VENTURE,A,7500.0,7.9,1,Unknown,2,NO DEFAULT,0.2884171665897554
1367.0,26,26004.0,MORTGAGE,2.0,HOMEIMPROVEMENT,A,10000.0,11.14,6,Unknown,3,NO DEFAULT,0.3845562221196739
1368.0,23,33600.0,RENT,2.0,PERSONAL,B,1000.0,10.36,3,Unknown,2,NO DEFAULT,0.02976190476190476
1369.0,25,33600.0,RENT,5.0,DEBTCONSOLIDATION,B,1000.0,11.86,5,Y,2,NO DEFAULT,0.02976190476190476
1370.0,23,34000.0,RENT,0.0,MEDICAL,B,1000.0,7.37,3,Unknown,4,NO DEFAULT,0.029411764705882353
1371.0,23,34800.0,RENT,1.0,VENTURE,B,1000.0,11.99,3,Y,4,NO DEFAULT,0.028735632183908046
1372.0,25,34800.0,RENT,0.0,MEDICAL,B,1000.0,13.98,5,Y,3,NO DEFAULT,0.028735632183908046
1373.0,22,35000.0,RENT,4.0,VENTURE,B,1000.0,11.71,2,Y,3,NO DEFAULT,0.02857142857142857
1374.0,25,35000.0,RENT,9.0,VENTURE,B,1000.0,11.99,5,Y,3,NO DEFAULT,0.02857142857142857
1375.0,26,29000.0,RENT,1.0,EDUCATION,B,1000.0,11.28,6,N,3,DEFAULT,0.034482758620689655
1376.0,24,35100.0,RENT,8.0,VENTURE,B,1000.0,13.49,4,Y,4,NO DEFAULT,0.02849002849002849
1377.0,22,35100.0,RENT,0.0,DEBTCONSOLIDATION,B,1000.0,13.98,2,Unknown,2,NO DEFAULT,0.02849002849002849
1378.0,24,26400.0,MORTGAGE,0.0,DEBTCONSOLIDATION,A,6000.0,8.9,4,Unknown,4,NO DEFAULT,0.22727272727272727
1379.0,23,36000.0,RENT,3.0,EDUCATION,B,1000.0,10.99,3,Unknown,2,NO DEFAULT,0.027777777777777776
1380.0,22,36000.0,RENT,,MEDICAL,B,1000.0,9.88,2,Unknown,3,NO DEFAULT,0.027777777777777776
1381.0,22,36000.0,RENT,1.0,EDUCATION,B,1000.0,8.59,2,Unknown,4,NO DEFAULT,0.027777777777777776
1382.0,25,26400.0,MORTGAGE,1.0,HOMEIMPROVEMENT,A,7500.0,8.9,5,Unknown,3,NO DEFAULT,0.2840909090909091
1383.0,22,36000.0,RENT,1.0,PERSONAL,B,1000.0,7.68,2,Unknown,4,NO DEFAULT,0.027777777777777776
1384.0,23,31000.0,RENT,1.0,PERSONAL,C,1000.0,14.96,3,Y,3,DEFAULT,0.03225806451612903
1385.0,25,32000.0,RENT,2.0,MEDICAL,D,1000.0,19.03,5,N,4,DEFAULT,0.03125
1386.0,26,38000.0,RENT,6.0,PERSONAL,B,1000.0,15.27,6,Y,3,NO DEFAULT,0.02631578947368421
1387.0,24,32000.0,RENT,2.0,EDUCATION,B,1000.0,13.06,4,N,3,DEFAULT,0.03125
1388.0,23,38400.0,RENT,6.0,EDUCATION,B,1000.0,11.71,3,Unknown,3,NO DEFAULT,0.026041666666666668
1389.0,22,26400.0,MORTGAGE,,HOMEIMPROVEMENT,A,1550.0,7.9,2,N,2,DEFAULT,0.058712121212121215
1390.0,21,38400.0,RENT,5.0,PERSONAL,B,1000.0,14.22,1,Y,3,NO DEFAULT,0.026041666666666668
1391.0,25,33600.0,RENT,0.0,EDUCATION,C,1000.0,15.57,5,Y,2,DEFAULT,0.02976190476190476
1392.0,24,39996.0,RENT,2.0,EDUCATION,B,1000.0,7.49,4,Unknown,3,NO DEFAULT,0.025002500250025
1393.0,22,40000.0,RENT,3.0,DEBTCONSOLIDATION,B,1000.0,7.9,2,Y,4,NO DEFAULT,0.025
1394.0,23,40000.0,RENT,2.0,EDUCATION,B,1000.0,6.03,3,Unknown,2,NO DEFAULT,0.025
1395.0,24,40000.0,RENT,1.0,MEDICAL,B,1000.0,10.99,4,Unknown,3,NO DEFAULT,0.025
1396.0,22,26400.0,MORTGAGE,,PERSONAL,A,1000.0,7.9,2,N,2,DEFAULT,0.03787878787878788
1397.0,25,26400.0,MORTGAGE,5.0,MEDICAL,B,5975.0,12.99,5,Y,4,NO DEFAULT,0.22632575757575757
1398.0,23,40000.0,RENT,3.0,VENTURE,B,1000.0,10.62,3,Y,4,NO DEFAULT,0.025
1399.0,24,40000.0,RENT,4.0,EDUCATION,B,1000.0,6.76,4,Unknown,4,NO DEFAULT,0.025
1400.0,21,34500.0,RENT,4.0,DEBTCONSOLIDATION,D,1000.0,16.45,1,N,2,DEFAULT,0.028985507246376812
1401.0,22,40800.0,RENT,6.0,VENTURE,B,1000.0,6.91,2,Y,2,NO DEFAULT,0.024509803921568627
1402.0,22,42000.0,RENT,3.0,DEBTCONSOLIDATION,B,1000.0,9.62,2,Y,3,NO DEFAULT,0.023809523809523808
1403.0,24,42000.0,RENT,2.0,VENTURE,B,1000.0,13.16,4,Unknown,2,NO DEFAULT,0.023809523809523808
1404.0,23,43000.0,RENT,7.0,EDUCATION,B,1000.0,7.51,3,Unknown,3,NO DEFAULT,0.023255813953488372
1405.0,25,26400.0,MORTGAGE,1.0,HOMEIMPROVEMENT,A,4000.0,10.74,5,Unknown,3,NO DEFAULT,0.15151515151515152
1406.0,21,45000.0,RENT,5.0,VENTURE,B,1000.0,7.49,1,Y,3,NO DEFAULT,0.022222222222222223
1407.0,24,45000.0,RENT,5.0,EDUCATION,B,1000.0,7.4,4,Unknown,3,NO DEFAULT,0.022222222222222223
1408.0,23,45000.0,RENT,0.0,EDUCATION,B,1000.0,14.26,3,Y,2,NO DEFAULT,0.022222222222222223
1409.0,25,40800.0,RENT,,DEBTCONSOLIDATION,C,1000.0,15.57,5,N,2,DEFAULT,0.024509803921568627
1410.0,22,48000.0,RENT,0.0,EDUCATION,B,1000.0,7.29,2,Unknown,2,NO DEFAULT,0.020833333333333332
1411.0,21,42000.0,RENT,5.0,PERSONAL,C,1000.0,15.58,1,Y,4,DEFAULT,0.023809523809523808
1412.0,25,49000.0,RENT,3.0,EDUCATION,B,1000.0,7.66,5,Unknown,3,NO DEFAULT,0.02040816326530612
1413.0,21,50000.0,RENT,5.0,EDUCATION,B,1000.0,13.49,1,Unknown,3,NO DEFAULT,0.02
1414.0,26,26400.0,MORTGAGE,10.0,PERSONAL,B,8500.0,13.23,6,Y,3,NO DEFAULT,0.32196969696969696
1415.0,22,26400.0,MORTGAGE,2.0,DEBTCONSOLIDATION,A,4400.0,11.49,2,Unknown,4,NO DEFAULT,0.16666666666666666
1416.0,26,50400.0,RENT,1.0,PERSONAL,A,1000.0,5.42,6,Unknown,3,NO DEFAULT,0.01984126984126984
1417.0,23,51000.0,RENT,0.0,DEBTCONSOLIDATION,A,1000.0,7.14,3,Unknown,2,NO DEFAULT,0.0196078431372549
1418.0,26,54000.0,RENT,10.0,PERSONAL,A,1000.0,11.71,6,Unknown,3,NO DEFAULT,0.018518518518518517
1419.0,22,56000.0,RENT,6.0,EDUCATION,A,1000.0,11.49,2,Unknown,2,NO DEFAULT,0.017857142857142856
1420.0,22,58000.0,RENT,6.0,EDUCATION,A,1000.0,11.26,2,Unknown,3,NO DEFAULT,0.017241379310344827
1421.0,26,64000.0,RENT,,DEBTCONSOLIDATION,A,1000.0,10.75,6,Unknown,3,NO DEFAULT,0.015625
1422.0,21,26400.0,OWN,2.0,VENTURE,A,4000.0,7.51,1,Unknown,4,NO DEFAULT,0.15151515151515152
1423.0,23,69000.0,RENT,0.0,MEDICAL,A,1000.0,7.29,3,Unknown,3,NO DEFAULT,0.014492753623188406
1424.0,24,70399.0,RENT,0.0,DEBTCONSOLIDATION,A,1000.0,8.59,4,Unknown,2,NO DEFAULT,0.014204747226523104
1425.0,22,72000.0,RENT,3.0,EDUCATION,A,1000.0,7.88,2,Unknown,3,NO DEFAULT,0.013888888888888888
1426.0,25,26453.0,MORTGAGE,6.0,MEDICAL,A,7200.0,11.71,5,N,4,DEFAULT,0.27218084905303747
1427.0,23,75000.0,RENT,0.0,PERSONAL,B,1000.0,13.23,3,Y,3,NO DEFAULT,0.013333333333333334
1428.0,24,87000.0,RENT,0.0,PERSONAL,B,1000.0,13.99,4,Unknown,4,NO DEFAULT,0.011494252873563218
1429.0,21,26500.0,MORTGAGE,3.0,MEDICAL,C,6000.0,14.46,1,Y,4,DEFAULT,0.22641509433962265
1430.0,26,96000.0,RENT,0.0,HOMEIMPROVEMENT,A,1000.0,10.36,6,Unknown,3,NO DEFAULT,0.010416666666666666
1431.0,23,38000.0,RENT,0.0,DEBTCONSOLIDATION,B,1075.0,11.71,3,Y,3,NO DEFAULT,0.028289473684210528
1432.0,23,26500.0,OWN,6.0,VENTURE,A,6000.0,8.0,3,Unknown,3,NO DEFAULT,0.22641509433962265
1433.0,23,14400.0,RENT,0.0,EDUCATION,A,1100.0,11.99,3,Unknown,4,NO DEFAULT,0.0763888888888889
1434.0,25,35000.0,RENT,,DEBTCONSOLIDATION,A,1100.0,6.76,5,Y,2,NO DEFAULT,0.03142857142857143
1435.0,23,77000.0,RENT,3.0,VENTURE,A,1150.0,10.95,3,Unknown,2,NO DEFAULT,0.014935064935064935
1436.0,24,9960.0,RENT,4.0,VENTURE,A,1200.0,7.29,4,Y,4,NO DEFAULT,0.12048192771084337
1437.0,24,26650.0,MORTGAGE,6.0,MEDICAL,A,1000.0,12.53,4,Unknown,2,NO DEFAULT,0.0375234521575985
1438.0,23,11000.0,RENT,,EDUCATION,A,1200.0,6.91,3,Unknown,3,NO DEFAULT,0.10909090909090909
1439.0,21,26784.0,MORTGAGE,,EDUCATION,A,2000.0,6.99,1,N,3,DEFAULT,0.07467144563918758
1440.0,24,13000.0,RENT,1.0,MEDICAL,A,1200.0,11.89,4,Unknown,2,NO DEFAULT,0.09230769230769231
1441.0,22,14400.0,RENT,0.0,PERSONAL,A,1200.0,10.37,2,Unknown,2,NO DEFAULT,0.08333333333333333
1442.0,22,26796.0,MORTGAGE,6.0,VENTURE,A,3000.0,8.32,2,Unknown,3,NO DEFAULT,0.11195700850873265
1443.0,24,14400.0,RENT,0.0,MEDICAL,A,1200.0,7.29,4,Unknown,4,NO DEFAULT,0.08333333333333333
1444.0,21,14400.0,RENT,2.0,DEBTCONSOLIDATION,A,1200.0,7.14,1,Y,3,NO DEFAULT,0.08333333333333333
1445.0,23,15600.0,RENT,0.0,VENTURE,C,1200.0,14.91,3,N,4,DEFAULT,0.07692307692307693
1446.0,22,26886.0,OWN,6.0,EDUCATION,B,7500.0,11.71,2,Y,4,NO DEFAULT,0.27895559027002903
1447.0,21,16200.0,RENT,3.0,EDUCATION,A,1200.0,7.49,1,Unknown,3,NO DEFAULT,0.07407407407407407
1448.0,25,16800.0,RENT,4.0,MEDICAL,A,1200.0,10.38,5,Unknown,2,NO DEFAULT,0.07142857142857142
1449.0,24,18000.0,RENT,0.0,EDUCATION,A,1200.0,11.89,4,Unknown,4,NO DEFAULT,0.06666666666666667
1450.0,21,27000.0,MORTGAGE,3.0,MEDICAL,B,9600.0,13.49,1,Y,2,NO DEFAULT,0.35555555555555557
1451.0,23,20400.0,RENT,4.0,EDUCATION,C,1200.0,18.25,3,N,4,DEFAULT,0.058823529411764705
1452.0,23,27000.0,OWN,,EDUCATION,A,5000.0,10.65,3,Unknown,4,NO DEFAULT,0.18518518518518517
1453.0,23,27000.0,OWN,4.0,VENTURE,A,6400.0,7.9,3,Unknown,2,NO DEFAULT,0.23703703703703705
1454.0,23,20400.0,RENT,2.0,MEDICAL,A,1200.0,7.9,3,Unknown,2,NO DEFAULT,0.058823529411764705
1455.0,22,21600.0,RENT,0.0,MEDICAL,A,1200.0,5.99,2,Unknown,2,NO DEFAULT,0.05555555555555555
1456.0,22,27000.0,OWN,1.0,MEDICAL,A,4800.0,11.99,2,Unknown,2,NO DEFAULT,0.17777777777777778
1457.0,23,27000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,C,1000.0,15.99,3,Y,3,DEFAULT,0.037037037037037035
1458.0,23,26400.0,RENT,3.0,DEBTCONSOLIDATION,B,1200.0,14.35,3,Y,4,DEFAULT,0.045454545454545456
1459.0,22,27600.0,RENT,5.0,VENTURE,B,1200.0,13.06,2,Unknown,2,NO DEFAULT,0.043478260869565216
1460.0,22,28000.0,RENT,0.0,MEDICAL,A,1200.0,12.69,2,Unknown,3,NO DEFAULT,0.04285714285714286
1461.0,22,27000.0,OWN,3.0,VENTURE,A,10800.0,10.74,8,Unknown,3,NO DEFAULT,0.4
1462.0,21,30000.0,RENT,2.0,EDUCATION,A,1200.0,9.62,1,Unknown,3,NO DEFAULT,0.04
1463.0,26,27000.0,MORTGAGE,,DEBTCONSOLIDATION,A,3000.0,5.79,6,Unknown,3,NO DEFAULT,0.1111111111111111
1464.0,22,27000.0,OWN,0.0,MEDICAL,A,7750.0,10.37,2,Unknown,3,NO DEFAULT,0.28703703703703703
1465.0,26,30000.0,RENT,2.0,VENTURE,A,1200.0,10.14,6,Y,4,NO DEFAULT,0.04
1466.0,22,31200.0,RENT,2.0,PERSONAL,A,1200.0,12.21,2,Unknown,4,NO DEFAULT,0.038461538461538464
1467.0,23,31500.0,RENT,7.0,EDUCATION,A,1200.0,8.88,3,Unknown,2,NO DEFAULT,0.0380952380952381
